Order_ID,Order_Date,Year,Quarter,Customer_Name,Customer_Segment,State,Region,Category,Product_Name,Quantity,Unit_Price,Revenue,Cost,Profit,Status
ORD-1181,19-11-2024,2024,Q4,Nexa Logistics,Mid-Market,Florida,South,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1182,19-11-2024,2024,Q4,Elevate Retail Group,Enterprise,Illinois,Central,Hardware,"34"" Curved 4K Monitor",8,750,6000,3840,2160,Completed
ORD-1183,22-11-2024,2024,Q4,Horizon Global Tech,Enterprise,California,West,Hardware,"ProBook Ultra 16"" Laptop",2,1850,3700,2600,1100,Completed
ORD-1184,30-11-2024,2024,Q4,Apex Innovations Ltd,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1185,30-11-2024,2024,Q4,Vanguard Legal,Enterprise,Texas,South,Office Gear,Heavy-Duty Dual Monitor Arm,7,145,1015,525,490,Completed
ORD-1186,05-12-2024,2024,Q4,Vanguard Legal,Enterprise,Georgia,South,Hardware,"ProBook Ultra 16"" Laptop",5,1850,9250,6500,2750,Completed
ORD-1187,07-12-2024,2024,Q4,Pulse Marketing,Mid-Market,Florida,South,Hardware,"34"" Curved 4K Monitor",2,750,1500,960,540,Completed
ORD-1188,08-12-2024,2024,Q4,Zenith Cloud Corp,Enterprise,California,West,Hardware,"34"" Curved 4K Monitor",3,750,2250,1440,810,Completed
ORD-1189,09-12-2024,2024,Q4,Vanguard Legal,Enterprise,California,West,Hardware,"34"" Curved 4K Monitor",10,750,7500,4800,2700,Completed
ORD-1190,10-12-2024,2024,Q4,BlueWave Systems,Mid-Market,Massachusetts,East,Software,Team Productivity Suite,2,450,900,180,720,Completed
ORD-1191,14-12-2024,2024,Q4,Pulse Marketing,Mid-Market,New York,East,Accessories,Precision Ergonomic Mouse,2,65,130,56,74,Completed
ORD-1192,14-12-2024,2024,Q4,Horizon Global Tech,Enterprise,Illinois,Central,Software,Team Productivity Suite,5,450,2250,450,1800,Completed
ORD-1193,18-12-2024,2024,Q4,Pulse Marketing,Mid-Market,Washington,West,Accessories,Precision Ergonomic Mouse,7,65,455,196,259,Completed
ORD-1194,18-12-2024,2024,Q4,Kinetic Energy Corp,Enterprise,Washington,West,Software,Team Productivity Suite,6,450,2700,540,2160,Completed
ORD-1195,21-12-2024,2024,Q4,Apex Innovations Ltd,Enterprise,Texas,South,Office Gear,ErgoMax Standing Desk,3,650,1950,1080,870,Completed
ORD-1196,22-12-2024,2024,Q4,Horizon Global Tech,Enterprise,California,West,Hardware,Thunderbolt 4 Quad Dock,5,280,1400,800,600,Completed
ORD-1197,23-12-2024,2024,Q4,BlueWave Systems,Mid-Market,California,West,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1198,25-12-2024,2024,Q4,Elevate Retail Group,Enterprise,Massachusetts,East,Software,Team Productivity Suite,8,450,3600,720,2880,Completed
ORD-1199,27-12-2024,2024,Q4,Vanguard Legal,Enterprise,Illinois,Central,Accessories,Mechanical Custom Keyboard,8,135,1080,480,600,Completed
ORD-1200,27-12-2024,2024,Q4,Horizon Global Tech,Enterprise,Texas,South,Hardware,Thunderbolt 4 Quad Dock,11,280,3080,1760,1320,Completed
ORD-1201,01-01-2025,2025,Q1,Apex Innovations Ltd,Enterprise,New York,East,Office Gear,Heavy-Duty Dual Monitor Arm,5,145,725,375,350,Completed
ORD-1202,06-01-2025,2025,Q1,Matrix Robotics,Mid-Market,Illinois,Central,Software,Team Productivity Suite,7,450,3150,630,2520,Completed
ORD-1203,06-01-2025,2025,Q1,Apex Innovations Ltd,Enterprise,Texas,South,Software,Team Productivity Suite,6,450,2700,540,2160,Completed
ORD-1204,08-01-2025,2025,Q1,CloudScale Inc,SMB,Texas,South,Office Gear,Premium Mesh Ergo Chair,4,420,1680,920,760,Completed
ORD-1205,10-01-2025,2025,Q1,BlueWave Systems,Mid-Market,California,West,Accessories,Mechanical Custom Keyboard,4,135,540,240,300,Completed
ORD-1206,12-01-2025,2025,Q1,Elevate Retail Group,Enterprise,California,West,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1207,16-01-2025,2025,Q1,Horizon Global Tech,Enterprise,Texas,South,Software,Cloud Security Pro,7,120,840,175,665,Completed
ORD-1208,18-01-2025,2025,Q1,Alpha BioLabs,SMB,California,West,Office Gear,Heavy-Duty Dual Monitor Arm,5,145,725,375,350,Completed
ORD-1209,20-01-2025,2025,Q1,Kinetic Energy Corp,Enterprise,California,West,Software,Cloud Security Pro,7,120,840,175,665,Cancelled
ORD-1210,26-01-2025,2025,Q1,Vanguard Legal,Enterprise,Washington,West,Office Gear,ErgoMax Standing Desk,7,650,4550,2520,2030,Completed
ORD-1211,27-01-2025,2025,Q1,BlueWave Systems,Mid-Market,Texas,South,Hardware,Thunderbolt 4 Quad Dock,7,280,1960,1120,840,Completed
ORD-1212,28-01-2025,2025,Q1,Zenith Cloud Corp,Enterprise,California,West,Office Gear,Heavy-Duty Dual Monitor Arm,2,145,290,150,140,Completed
ORD-1213,01-02-2025,2025,Q1,Apex Innovations Ltd,Enterprise,Florida,South,Software,Team Productivity Suite,10,450,4500,900,3600,Completed
ORD-1214,02-02-2025,2025,Q1,Elevate Retail Group,Enterprise,New York,East,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1215,04-02-2025,2025,Q1,Apex Innovations Ltd,Enterprise,Florida,South,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1216,05-02-2025,2025,Q1,Zenith Cloud Corp,Enterprise,California,West,Hardware,"34"" Curved 4K Monitor",9,750,6750,4320,2430,Completed
ORD-1217,14-02-2025,2025,Q1,Zenith Cloud Corp,Enterprise,California,West,Software,Team Productivity Suite,3,450,1350,270,1080,Completed
ORD-1218,17-02-2025,2025,Q1,Apex Innovations Ltd,Enterprise,Illinois,Central,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1219,18-02-2025,2025,Q1,CloudScale Inc,SMB,Washington,West,Office Gear,Premium Mesh Ergo Chair,5,420,2100,1150,950,Completed
ORD-1220,19-02-2025,2025,Q1,Matrix Robotics,Mid-Market,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",2,1850,3700,2600,1100,Completed
ORD-1221,25-02-2025,2025,Q1,Studio Core Media,Mid-Market,Illinois,Central,Hardware,"34"" Curved 4K Monitor",5,750,3750,2400,1350,Completed
ORD-1222,25-02-2025,2025,Q1,Studio Core Media,Mid-Market,California,West,Software,Cloud Security Pro,5,120,600,125,475,Completed
ORD-1223,27-02-2025,2025,Q1,Elevate Retail Group,Enterprise,New York,East,Hardware,Thunderbolt 4 Quad Dock,5,280,1400,800,600,Completed
ORD-1224,02-03-2025,2025,Q1,Nova Dynamics,Mid-Market,New York,East,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1225,04-03-2025,2025,Q1,Apex Innovations Ltd,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1226,04-03-2025,2025,Q1,Studio Core Media,Mid-Market,Massachusetts,East,Office Gear,ErgoMax Standing Desk,2,650,1300,720,580,Completed
ORD-1227,05-03-2025,2025,Q1,Quantum Digital,SMB,California,West,Office Gear,ErgoMax Standing Desk,2,650,1300,720,580,Completed
ORD-1228,05-03-2025,2025,Q1,Zenith Cloud Corp,Enterprise,Illinois,Central,Hardware,Thunderbolt 4 Quad Dock,4,280,1120,640,480,Completed
ORD-1229,05-03-2025,2025,Q1,Zenith Cloud Corp,Enterprise,California,West,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1230,07-03-2025,2025,Q1,Pulse Marketing,Mid-Market,Illinois,Central,Hardware,Thunderbolt 4 Quad Dock,6,280,1680,960,720,Completed
ORD-1231,10-03-2025,2025,Q1,Kinetic Energy Corp,Enterprise,Georgia,South,Hardware,"34"" Curved 4K Monitor",2,750,1500,960,540,Completed
ORD-1232,13-03-2025,2025,Q1,Matrix Robotics,Mid-Market,California,West,Office Gear,ErgoMax Standing Desk,8,650,5200,2880,2320,Completed
ORD-1233,15-03-2025,2025,Q1,Kinetic Energy Corp,Enterprise,California,West,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1234,20-03-2025,2025,Q1,Elevate Retail Group,Enterprise,California,West,Accessories,Mechanical Custom Keyboard,9,135,1215,540,675,Completed
ORD-1235,20-03-2025,2025,Q1,Horizon Global Tech,Enterprise,California,West,Software,Cloud Security Pro,6,120,720,150,570,Completed
ORD-1236,22-03-2025,2025,Q1,Kinetic Energy Corp,Enterprise,Washington,West,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1237,22-03-2025,2025,Q1,BlueWave Systems,Mid-Market,California,West,Accessories,Mechanical Custom Keyboard,5,135,675,300,375,Completed
ORD-1238,24-03-2025,2025,Q1,Nova Dynamics,Mid-Market,New York,East,Hardware,"ProBook Ultra 16"" Laptop",2,1850,3700,2600,1100,Completed
ORD-1239,27-03-2025,2025,Q1,Pulse Marketing,Mid-Market,New York,East,Office Gear,ErgoMax Standing Desk,3,650,1950,1080,870,Completed
ORD-1240,27-03-2025,2025,Q1,Vanguard Legal,Enterprise,California,West,Office Gear,Premium Mesh Ergo Chair,4,420,1680,920,760,Completed
ORD-1241,28-03-2025,2025,Q1,Horizon Global Tech,Enterprise,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1242,02-04-2025,2025,Q2,Zenith Cloud Corp,Enterprise,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1243,04-04-2025,2025,Q2,Kinetic Energy Corp,Enterprise,California,West,Hardware,Thunderbolt 4 Quad Dock,10,280,2800,1600,1200,Completed
ORD-1244,09-04-2025,2025,Q2,Elevate Retail Group,Enterprise,New York,East,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1245,10-04-2025,2025,Q2,Nova Dynamics,Mid-Market,Illinois,Central,Office Gear,ErgoMax Standing Desk,7,650,4550,2520,2030,Completed
ORD-1246,11-04-2025,2025,Q2,Synergize Partners,SMB,New York,East,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1247,11-04-2025,2025,Q2,Omnia Consulting,SMB,Texas,South,Software,Team Productivity Suite,3,450,1350,270,1080,Completed
ORD-1248,13-04-2025,2025,Q2,Nexa Logistics,Mid-Market,California,West,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1249,14-04-2025,2025,Q2,Vertex Architecture,SMB,California,West,Hardware,"34"" Curved 4K Monitor",3,750,2250,1440,810,Completed
ORD-1250,14-04-2025,2025,Q2,Kinetic Energy Corp,Enterprise,New York,East,Hardware,"ProBook Ultra 16"" Laptop",6,1850,11100,7800,3300,Completed
ORD-1251,14-04-2025,2025,Q2,Quantum Digital,SMB,New York,East,Office Gear,ErgoMax Standing Desk,2,650,1300,720,580,Completed
ORD-1252,15-04-2025,2025,Q2,Horizon Global Tech,Enterprise,New York,East,Hardware,"34"" Curved 4K Monitor",9,750,6750,4320,2430,Completed
ORD-1253,17-04-2025,2025,Q2,Synergize Partners,SMB,New York,East,Hardware,"34"" Curved 4K Monitor",2,750,1500,960,540,Completed
ORD-1254,17-04-2025,2025,Q2,BlueWave Systems,Mid-Market,California,West,Software,Cloud Security Pro,8,120,960,200,760,Completed
ORD-1255,20-04-2025,2025,Q2,Zenith Cloud Corp,Enterprise,New York,East,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1256,21-04-2025,2025,Q2,Elevate Retail Group,Enterprise,California,West,Software,Team Productivity Suite,2,450,900,180,720,Completed
ORD-1257,21-04-2025,2025,Q2,Zenith Cloud Corp,Enterprise,Massachusetts,East,Software,Cloud Security Pro,5,120,600,125,475,Completed
ORD-1258,23-04-2025,2025,Q2,Pulse Marketing,Mid-Market,Illinois,Central,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1259,25-04-2025,2025,Q2,Nexa Logistics,Mid-Market,California,West,Hardware,"ProBook Ultra 16"" Laptop",2,1850,3700,2600,1100,Completed
ORD-1260,26-04-2025,2025,Q2,Alpha BioLabs,SMB,Texas,South,Accessories,Precision Ergonomic Mouse,4,65,260,112,148,Completed
ORD-1261,29-04-2025,2025,Q2,Vertex Architecture,SMB,Washington,West,Accessories,Mechanical Custom Keyboard,4,135,540,240,300,Completed
ORD-1262,29-04-2025,2025,Q2,Apex Innovations Ltd,Enterprise,Illinois,Central,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1263,30-04-2025,2025,Q2,Kinetic Energy Corp,Enterprise,New York,East,Office Gear,ErgoMax Standing Desk,3,650,1950,1080,870,Completed
ORD-1264,01-05-2025,2025,Q2,Studio Core Media,Mid-Market,Colorado,West,Office Gear,Heavy-Duty Dual Monitor Arm,7,145,1015,525,490,Completed
ORD-1265,01-05-2025,2025,Q2,Kinetic Energy Corp,Enterprise,Florida,South,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1266,01-05-2025,2025,Q2,Horizon Global Tech,Enterprise,Georgia,South,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1267,06-05-2025,2025,Q2,Pulse Marketing,Mid-Market,New York,East,Accessories,Wireless Noise-Cancelling Headset,2,180,360,160,200,Completed
ORD-1268,08-05-2025,2025,Q2,Vanguard Legal,Enterprise,Florida,South,Hardware,"ProBook Ultra 16"" Laptop",5,1850,9250,6500,2750,Completed
ORD-1269,09-05-2025,2025,Q2,Pulse Marketing,Mid-Market,Florida,South,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1270,10-05-2025,2025,Q2,Synergize Partners,SMB,Florida,South,Accessories,Precision Ergonomic Mouse,2,65,130,56,74,Completed
ORD-1271,15-05-2025,2025,Q2,Elevate Retail Group,Enterprise,Texas,South,Software,Team Productivity Suite,11,450,4950,990,3960,Completed
ORD-1272,15-05-2025,2025,Q2,Nexa Logistics,Mid-Market,Illinois,Central,Office Gear,Premium Mesh Ergo Chair,5,420,2100,1150,950,Completed
ORD-1273,26-05-2025,2025,Q2,Vertex Architecture,SMB,New York,East,Hardware,Thunderbolt 4 Quad Dock,4,280,1120,640,480,Completed
ORD-1274,28-05-2025,2025,Q2,Vertex Architecture,SMB,Texas,South,Accessories,Wireless Noise-Cancelling Headset,1,180,180,80,100,Completed
ORD-1275,28-05-2025,2025,Q2,Nova Dynamics,Mid-Market,Washington,West,Software,Cloud Security Pro,5,120,600,125,475,Completed
ORD-1276,28-05-2025,2025,Q2,Horizon Global Tech,Enterprise,New York,East,Hardware,"ProBook Ultra 16"" Laptop",6,1850,11100,7800,3300,Completed
ORD-1277,29-05-2025,2025,Q2,Elevate Retail Group,Enterprise,New York,East,Hardware,"ProBook Ultra 16"" Laptop",5,1850,9250,6500,2750,Completed
ORD-1278,29-05-2025,2025,Q2,Nova Dynamics,Mid-Market,Illinois,Central,Software,Team Productivity Suite,3,450,1350,270,1080,Cancelled
ORD-1279,31-05-2025,2025,Q2,Vanguard Legal,Enterprise,Florida,South,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1280,31-05-2025,2025,Q2,Nexa Logistics,Mid-Market,California,West,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1281,04-06-2025,2025,Q2,Kinetic Energy Corp,Enterprise,Texas,South,Accessories,Precision Ergonomic Mouse,10,65,650,280,370,Completed
ORD-1282,06-06-2025,2025,Q2,Elevate Retail Group,Enterprise,Texas,South,Software,Team Productivity Suite,2,450,900,180,720,Completed
ORD-1283,10-06-2025,2025,Q2,Vertex Architecture,SMB,Massachusetts,East,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1284,12-06-2025,2025,Q2,Zenith Cloud Corp,Enterprise,California,West,Hardware,"34"" Curved 4K Monitor",2,750,1500,960,540,Completed
ORD-1285,12-06-2025,2025,Q2,Vanguard Legal,Enterprise,Florida,South,Software,Team Productivity Suite,4,450,1800,360,1440,Completed
ORD-1286,13-06-2025,2025,Q2,Studio Core Media,Mid-Market,Illinois,Central,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1287,14-06-2025,2025,Q2,Pulse Marketing,Mid-Market,California,West,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1288,15-06-2025,2025,Q2,Nexa Logistics,Mid-Market,Washington,West,Office Gear,ErgoMax Standing Desk,6,650,3900,2160,1740,Completed
ORD-1289,16-06-2025,2025,Q2,Omnia Consulting,SMB,Texas,South,Office Gear,Premium Mesh Ergo Chair,3,420,1260,690,570,Completed
ORD-1290,18-06-2025,2025,Q2,Zenith Cloud Corp,Enterprise,Texas,South,Software,Team Productivity Suite,9,450,4050,810,3240,Completed
ORD-1291,19-06-2025,2025,Q2,CloudScale Inc,SMB,New York,East,Office Gear,ErgoMax Standing Desk,3,650,1950,1080,870,Completed
ORD-1292,22-06-2025,2025,Q2,Zenith Cloud Corp,Enterprise,Illinois,Central,Hardware,"34"" Curved 4K Monitor",4,750,3000,1920,1080,Completed
ORD-1293,23-06-2025,2025,Q2,Apex Innovations Ltd,Enterprise,Colorado,West,Office Gear,ErgoMax Standing Desk,6,650,3900,2160,1740,Completed
ORD-1294,25-06-2025,2025,Q2,Kinetic Energy Corp,Enterprise,New York,East,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1295,27-06-2025,2025,Q2,Synergize Partners,SMB,California,West,Office Gear,Premium Mesh Ergo Chair,4,420,1680,920,760,Completed
ORD-1296,29-06-2025,2025,Q2,Zenith Cloud Corp,Enterprise,Georgia,South,Hardware,Thunderbolt 4 Quad Dock,11,280,3080,1760,1320,Completed
ORD-1297,30-06-2025,2025,Q2,Horizon Global Tech,Enterprise,California,West,Hardware,Thunderbolt 4 Quad Dock,9,280,2520,1440,1080,Completed
ORD-1298,02-07-2025,2025,Q3,Synergize Partners,SMB,Florida,South,Office Gear,Heavy-Duty Dual Monitor Arm,3,145,435,225,210,Completed
ORD-1299,03-07-2025,2025,Q3,Elevate Retail Group,Enterprise,California,West,Software,Team Productivity Suite,12,450,5400,1080,4320,Completed
ORD-1300,05-07-2025,2025,Q3,Elevate Retail Group,Enterprise,Texas,South,Software,Cloud Security Pro,6,120,720,150,570,Cancelled
ORD-1301,15-07-2025,2025,Q3,Pulse Marketing,Mid-Market,New York,East,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1302,15-07-2025,2025,Q3,BlueWave Systems,Mid-Market,Colorado,West,Hardware,Thunderbolt 4 Quad Dock,2,280,560,320,240,Completed
ORD-1303,15-07-2025,2025,Q3,Nova Dynamics,Mid-Market,California,West,Software,Cloud Security Pro,5,120,600,125,475,Completed
ORD-1304,17-07-2025,2025,Q3,Vanguard Legal,Enterprise,Texas,South,Software,Team Productivity Suite,7,450,3150,630,2520,Completed
ORD-1305,17-07-2025,2025,Q3,CloudScale Inc,SMB,New York,East,Office Gear,ErgoMax Standing Desk,5,650,3250,1800,1450,Completed
ORD-1306,18-07-2025,2025,Q3,Nova Dynamics,Mid-Market,California,West,Office Gear,Premium Mesh Ergo Chair,7,420,2940,1610,1330,Completed
ORD-1307,20-07-2025,2025,Q3,Studio Core Media,Mid-Market,California,West,Software,Team Productivity Suite,6,450,2700,540,2160,Completed
ORD-1308,22-07-2025,2025,Q3,Omnia Consulting,SMB,Texas,South,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1309,25-07-2025,2025,Q3,Vertex Architecture,SMB,Massachusetts,East,Software,Team Productivity Suite,1,450,450,90,360,Completed
ORD-1310,27-07-2025,2025,Q3,CloudScale Inc,SMB,New York,East,Office Gear,Heavy-Duty Dual Monitor Arm,1,145,145,75,70,Completed
ORD-1311,27-07-2025,2025,Q3,Studio Core Media,Mid-Market,California,West,Office Gear,ErgoMax Standing Desk,2,650,1300,720,580,Completed
ORD-1312,27-07-2025,2025,Q3,Studio Core Media,Mid-Market,New York,East,Hardware,"ProBook Ultra 16"" Laptop",2,1850,3700,2600,1100,Completed
ORD-1313,01-08-2025,2025,Q3,Pulse Marketing,Mid-Market,Texas,South,Software,Team Productivity Suite,4,450,1800,360,1440,Completed
ORD-1314,02-08-2025,2025,Q3,Horizon Global Tech,Enterprise,Texas,South,Office Gear,Premium Mesh Ergo Chair,2,420,840,460,380,Completed
ORD-1315,02-08-2025,2025,Q3,Omnia Consulting,SMB,Washington,West,Hardware,"34"" Curved 4K Monitor",4,750,3000,1920,1080,Completed
ORD-1316,04-08-2025,2025,Q3,Matrix Robotics,Mid-Market,Georgia,South,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1317,07-08-2025,2025,Q3,CloudScale Inc,SMB,Washington,West,Hardware,"ProBook Ultra 16"" Laptop",1,1850,1850,1300,550,Completed
ORD-1318,08-08-2025,2025,Q3,Vanguard Legal,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1319,08-08-2025,2025,Q3,Nova Dynamics,Mid-Market,Texas,South,Office Gear,Premium Mesh Ergo Chair,2,420,840,460,380,Completed
ORD-1320,10-08-2025,2025,Q3,Zenith Cloud Corp,Enterprise,Illinois,Central,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1321,16-08-2025,2025,Q3,Horizon Global Tech,Enterprise,Illinois,Central,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1322,16-08-2025,2025,Q3,Elevate Retail Group,Enterprise,Washington,West,Software,Team Productivity Suite,7,450,3150,630,2520,Completed
ORD-1323,18-08-2025,2025,Q3,Kinetic Energy Corp,Enterprise,Florida,South,Office Gear,Premium Mesh Ergo Chair,7,420,2940,1610,1330,Completed
ORD-1324,19-08-2025,2025,Q3,Nexa Logistics,Mid-Market,California,West,Accessories,Wireless Noise-Cancelling Headset,5,180,900,400,500,Completed
ORD-1325,21-08-2025,2025,Q3,Quantum Digital,SMB,North Carolina,East,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1326,24-08-2025,2025,Q3,Horizon Global Tech,Enterprise,Washington,West,Hardware,"ProBook Ultra 16"" Laptop",6,1850,11100,7800,3300,Completed
ORD-1327,25-08-2025,2025,Q3,Synergize Partners,SMB,Texas,South,Accessories,Precision Ergonomic Mouse,1,65,65,28,37,Completed
ORD-1328,26-08-2025,2025,Q3,Nexa Logistics,Mid-Market,California,West,Hardware,"34"" Curved 4K Monitor",6,750,4500,2880,1620,Completed
ORD-1329,28-08-2025,2025,Q3,Matrix Robotics,Mid-Market,California,West,Office Gear,ErgoMax Standing Desk,4,650,2600,1440,1160,Completed
ORD-1330,29-08-2025,2025,Q3,Studio Core Media,Mid-Market,California,West,Accessories,Precision Ergonomic Mouse,5,65,325,140,185,Completed
ORD-1331,30-08-2025,2025,Q3,Matrix Robotics,Mid-Market,Texas,South,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1332,31-08-2025,2025,Q3,Zenith Cloud Corp,Enterprise,New York,East,Software,Enterprise Analytics Cloud,4,2400,9600,2400,7200,Completed
ORD-1333,03-09-2025,2025,Q3,Vanguard Legal,Enterprise,New York,East,Hardware,"ProBook Ultra 16"" Laptop",3,1850,5550,3900,1650,Completed
ORD-1334,03-09-2025,2025,Q3,Quantum Digital,SMB,New York,East,Software,Team Productivity Suite,5,450,2250,450,1800,Completed
ORD-1335,08-09-2025,2025,Q3,Nova Dynamics,Mid-Market,California,West,Office Gear,Heavy-Duty Dual Monitor Arm,4,145,580,300,280,Completed
ORD-1336,08-09-2025,2025,Q3,Horizon Global Tech,Enterprise,Massachusetts,East,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1337,10-09-2025,2025,Q3,Omnia Consulting,SMB,North Carolina,East,Accessories,Precision Ergonomic Mouse,1,65,65,28,37,Completed
ORD-1338,10-09-2025,2025,Q3,Pulse Marketing,Mid-Market,New York,East,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1339,11-09-2025,2025,Q3,BlueWave Systems,Mid-Market,Texas,South,Office Gear,ErgoMax Standing Desk,3,650,1950,1080,870,Completed
ORD-1340,12-09-2025,2025,Q3,Kinetic Energy Corp,Enterprise,New York,East,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1341,12-09-2025,2025,Q3,Quantum Digital,SMB,Florida,South,Hardware,Thunderbolt 4 Quad Dock,2,280,560,320,240,Completed
ORD-1342,15-09-2025,2025,Q3,Elevate Retail Group,Enterprise,New York,East,Software,Enterprise Analytics Cloud,1,2400,2400,600,1800,Completed
ORD-1343,18-09-2025,2025,Q3,Zenith Cloud Corp,Enterprise,California,West,Software,Cloud Security Pro,9,120,1080,225,855,Completed
ORD-1344,20-09-2025,2025,Q3,Quantum Digital,SMB,Illinois,Central,Office Gear,Heavy-Duty Dual Monitor Arm,4,145,580,300,280,Completed
ORD-1345,20-09-2025,2025,Q3,CloudScale Inc,SMB,New York,East,Software,Team Productivity Suite,2,450,900,180,720,Completed
ORD-1346,26-09-2025,2025,Q3,Zenith Cloud Corp,Enterprise,Florida,South,Software,Cloud Security Pro,3,120,360,75,285,Completed
ORD-1347,30-09-2025,2025,Q3,Horizon Global Tech,Enterprise,New York,East,Software,Enterprise Analytics Cloud,5,2400,12000,3000,9000,Completed
ORD-1348,05-10-2025,2025,Q4,Pulse Marketing,Mid-Market,Massachusetts,East,Office Gear,Heavy-Duty Dual Monitor Arm,5,145,725,375,350,Completed
ORD-1349,09-10-2025,2025,Q4,BlueWave Systems,Mid-Market,Washington,West,Hardware,"34"" Curved 4K Monitor",3,750,2250,1440,810,Completed
ORD-1350,10-10-2025,2025,Q4,Horizon Global Tech,Enterprise,California,West,Software,Enterprise Analytics Cloud,3,2400,7200,1800,5400,Completed
ORD-1351,13-10-2025,2025,Q4,Vanguard Legal,Enterprise,New York,East,Software,Enterprise Analytics Cloud,2,2400,4800,1200,3600,Completed
ORD-1352,13-10-2025,2025,Q4,Horizon Global Tech,Enterprise,Texas,South,Software,Enterprise Analytics Cloud,6,2400,14400,3600,10800,Completed
ORD-1353,16-10-2025,2025,Q4,Vanguard Legal,Enterprise,California,West,Hardware,"34"" Curved 4K Monitor",7,750,5250,3360,1890,Completed
ORD-1354,17-10-2025,2025,Q4,Zenith Cloud Corp,Enterprise,Florida,South,Office Gear,Premium Mesh Ergo Chair,2,420,840,460,380,Completed
ORD-1355,18-10-2025,2025,Q4,Studio Core Media,Mid-Market,Texas,South,Software,Cloud Security Pro,8,120,960,200,760,Completed
ORD-1356,22-10-2025,2025,Q4,Apex Innovations Ltd,Enterprise,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",4,1850,7400,5200,2200,Completed
ORD-1357,23-10-2025,2025,Q4,Pulse Marketing,Mid-Market,Massachusetts,East,Office Gear,Heavy-Duty Dual Monitor Arm,7,145,1015,525,490,Completed
ORD-1358,23-10-2025,2025,Q4,Kinetic Energy Corp,Enterprise,Massachusetts,East,Hardware,Thunderbolt 4 Quad Dock,6,280,1680,960,720,Completed
ORD-1359,26-10-2025,2025,Q4,Apex Innovations Ltd,Enterprise,Texas,South,Hardware,"ProBook Ultra 16"" Laptop",5,1850,9250,6500,2750,Completed
